ID;Question;Type;Range;Cardinality;Constraint/Rule;Visible/relevant if
d_Src_0;Choose your Src?;Enumeration;DFS | None | BFS;1:1;"if d_Src_0.BFS {
d_BFS = true;
}
if !d_Src_0.BFS {
d_BFS = false;
}
if !d_Src_0.DFS {
d_DFS = false;
}
if d_Src_0.DFS {
d_DFS = true;
}
";d_Src
d_BFS;BFS?;Boolean;false | true;;;false
d_DFS;DFS?;Boolean;false | true;;;false
d_HiddenWgt;HiddenWgt?;Boolean;false | true;;"if (d_HiddenWgt) {
d_WeightOptions = true;
}
";(false && d_MainGpl)
d_WeightOptions;WeightOptions?;Boolean;false | true;;;(false && d_HiddenWgt)
d_WeightedWithEdges;WeightedWithEdges?;Boolean;false | true;;;d_WeightOptions
d_WeightedWithNeighbors;WeightedWithNeighbors?;Boolean;false | true;;;d_WeightOptions
d_WeightedOnlyVertices;WeightedOnlyVertices?;Boolean;false | true;;;d_WeightOptions
d_Wgt;Wgt?;Boolean;false | true;;;(false && d_MainGpl)
d_Wgt_0;Choose your Wgt?;Enumeration;Weighted | Unweighted;1:1;"if d_Wgt_0.Unweighted {
d_Unweighted = true;
}
if !d_Wgt_0.Unweighted {
d_Unweighted = false;
}
if !d_Wgt_0.Weighted {
d_Weighted = false;
}
if d_Wgt_0.Weighted {
d_Weighted = true;
}
";d_Wgt
d_Weighted;Weighted?;Boolean;false | true;;"if (d_Weighted && d_WithEdges) {
d_WeightedWithEdges = true;
}
if (d_Weighted && d_OnlyVertices) {
d_WeightedOnlyVertices = true;
}
if (d_Weighted && d_WithNeighbors) {
d_WeightedWithNeighbors = true;
}
";false
d_Unweighted;Unweighted?;Boolean;false | true;;;false
d_HiddenGtp;HiddenGtp?;Boolean;false | true;;;(false && d_MainGpl)
d_HiddenGtp_0;Choose your HiddenGtp?;Enumeration;UndirectedWithEdges | DirectedWithNeighbors | DirectedWithEdges | UndirectedWithNeighbors | DirectedOnlyVertices | UndirectedOnlyVertices;1:1;"if !d_HiddenGtp_0.DirectedWithNeighbors {
d_DirectedWithNeighbors = false;
}
if !d_HiddenGtp_0.DirectedOnlyVertices {
d_DirectedOnlyVertices = false;
}
if d_HiddenGtp_0.UndirectedOnlyVertices {
d_UndirectedOnlyVertices = true;
}
if !d_HiddenGtp_0.DirectedWithEdges {
d_DirectedWithEdges = false;
}
if d_HiddenGtp_0.DirectedWithEdges {
d_DirectedWithEdges = true;
}
if d_HiddenGtp_0.DirectedOnlyVertices {
d_DirectedOnlyVertices = true;
}
if !d_HiddenGtp_0.UndirectedWithNeighbors {
d_UndirectedWithNeighbors = false;
}
if !d_HiddenGtp_0.UndirectedOnlyVertices {
d_UndirectedOnlyVertices = false;
}
if d_HiddenGtp_0.UndirectedWithEdges {
d_UndirectedWithEdges = true;
}
if d_HiddenGtp_0.DirectedWithNeighbors {
d_DirectedWithNeighbors = true;
}
if !d_HiddenGtp_0.UndirectedWithEdges {
d_UndirectedWithEdges = false;
}
if d_HiddenGtp_0.UndirectedWithNeighbors {
d_UndirectedWithNeighbors = true;
}
";d_HiddenGtp
d_DirectedWithEdges;DirectedWithEdges?;Boolean;false | true;;;false
d_DirectedWithNeighbors;DirectedWithNeighbors?;Boolean;false | true;;;false
d_DirectedOnlyVertices;DirectedOnlyVertices?;Boolean;false | true;;;false
d_UndirectedWithEdges;UndirectedWithEdges?;Boolean;false | true;;;false
d_UndirectedWithNeighbors;UndirectedWithNeighbors?;Boolean;false | true;;;false
d_UndirectedOnlyVertices;UndirectedOnlyVertices?;Boolean;false | true;;;false
d_Gtp;Gtp?;Boolean;false | true;;;(false && d_MainGpl)
d_Gtp_0;Choose your Gtp?;Enumeration;Directed | Undirected;1:1;"if d_Gtp_0.Directed {
d_Directed = true;
}
if !d_Gtp_0.Undirected {
d_Undirected = false;
}
if d_Gtp_0.Undirected {
d_Undirected = true;
}
if !d_Gtp_0.Directed {
d_Directed = false;
}
";d_Gtp
d_Directed;Directed?;Boolean;false | true;;"if (d_Directed && d_OnlyVertices) {
d_DirectedOnlyVertices = true;
}
if (d_Directed && d_WithNeighbors) {
d_DirectedWithNeighbors = true;
}
if (d_Directed && d_WithEdges) {
d_DirectedWithEdges = true;
}
";false
d_Undirected;Undirected?;Boolean;false | true;;"if (d_WithEdges && d_Undirected) {
d_UndirectedWithEdges = true;
}
if (d_WithNeighbors && d_Undirected) {
d_UndirectedWithNeighbors = true;
}
if (d_OnlyVertices && d_Undirected) {
d_UndirectedOnlyVertices = true;
}
";false
d_Implementation;Implementation?;Boolean;false | true;;;(false && d_MainGpl)
d_Implementation_0;Choose your Implementation?;Enumeration;OnlyVertices | WithEdges | WithNeighbors;1:1;"if d_Implementation_0.WithNeighbors {
d_WithNeighbors = true;
}
if d_Implementation_0.WithEdges {
d_WithEdges = true;
}
if !d_Implementation_0.WithEdges {
d_WithEdges = false;
}
if d_Implementation_0.OnlyVertices {
d_OnlyVertices = true;
}
if !d_Implementation_0.WithNeighbors {
d_WithNeighbors = false;
}
if !d_Implementation_0.OnlyVertices {
d_OnlyVertices = false;
}
";d_Implementation
d_OnlyVertices;OnlyVertices?;Boolean;false | true;;"if (d_Directed && d_OnlyVertices) {
d_DirectedOnlyVertices = true;
}
if (d_Weighted && d_OnlyVertices) {
d_WeightedOnlyVertices = true;
}
if (d_OnlyVertices && d_Undirected) {
d_UndirectedOnlyVertices = true;
}
";false
d_WithNeighbors;WithNeighbors?;Boolean;false | true;;"if (d_Directed && d_WithNeighbors) {
d_DirectedWithNeighbors = true;
}
if (d_WithNeighbors && d_Undirected) {
d_UndirectedWithNeighbors = true;
}
if (d_Weighted && d_WithNeighbors) {
d_WeightedWithNeighbors = true;
}
";false
d_WithEdges;WithEdges?;Boolean;false | true;;"if (d_WithEdges && d_Undirected) {
d_UndirectedWithEdges = true;
}
if (d_Weighted && d_WithEdges) {
d_WeightedWithEdges = true;
}
if (d_Directed && d_WithEdges) {
d_DirectedWithEdges = true;
}
";false
d_Base;Base?;Boolean;false | true;;;(false && d_MainGpl)
