ID;Question;Type;Range;Cardinality;Constraint/Rule;Visible/relevant if
d_FPersistencyFeatures_0;Choose your FPersistencyFeatures?;Enumeration;Checkpointer | None | featureFileHandleCache | featureEnvironmentLock | featureChecksum | featureHandleFullDiscError | Cleaner;1:6;"if d_FPersistencyFeatures_0.featureHandleFullDiscError {
d_featureHandleFullDiscError = true;
}
if d_FPersistencyFeatures_0.Checkpointer {
d_Checkpointer = true;
}
if d_FPersistencyFeatures_0.featureChecksum {
d_featureChecksum = true;
}
if d_FPersistencyFeatures_0.featureFileHandleCache {
d_featureFileHandleCache = true;
}
if d_FPersistencyFeatures_0.featureEnvironmentLock {
d_featureEnvironmentLock = true;
}
if d_FPersistencyFeatures_0.Cleaner {
d_Cleaner = true;
}
";d_FPersistencyFeatures
d_featureChecksum;featureChecksum?;Boolean;false | true;;;false
d_featureFileHandleCache;featureFileHandleCache?;Boolean;false | true;;;false
d_featureHandleFullDiscError;featureHandleFullDiscError?;Boolean;false | true;;;false
d_featureEnvironmentLock;featureEnvironmentLock?;Boolean;false | true;;;false
d_Checkpointer;Checkpointer?;Boolean;false | true;;;false
d_featureCustomizableCheckpointerTime;featureCustomizableCheckpointerTime?;Boolean;false | true;;;d_Checkpointer
d_featureCustomizableCheckpointerBytes;featureCustomizableCheckpointerBytes?;Boolean;false | true;;"if (d_featureCustomizableCheckpointerBytes) {
d_featureCustomizableCheckpointerTime = true;
}
";d_Checkpointer
d_featureCheckpointerDaemon;featureCheckpointerDaemon?;Boolean;false | true;;;d_Checkpointer
d_Cleaner;Cleaner?;Boolean;false | true;;;false
d_featureLookAheadCache;featureLookAheadCache?;Boolean;false | true;;"if (d_featureLookAheadCache) {
d_featureMemoryBudget = true;
}
";d_Cleaner
d_featureCleanerDaemon;featureCleanerDaemon?;Boolean;false | true;;;d_Cleaner
d_FIOFeature;FIOFeature?;Boolean;false | true;;;(false && d_Persistency)
d_FIOFeature_0;Choose your FIOFeature?;Enumeration;NIO | IO;1:1;"if !d_FIOFeature_0.NIO {
d_NIO = false;
}
if d_FIOFeature_0.NIO {
d_NIO = true;
}
if !d_FIOFeature_0.IO {
d_IO = false;
}
if d_FIOFeature_0.IO {
d_IO = true;
}
";d_FIOFeature
d_NIO;NIO?;Boolean;false | true;;"if (d_NIO) {
d_FNIOType = true;
}
";false
d_featureDirectNIO;featureDirectNIO?;Boolean;false | true;;;d_NIO
d_FNIOType;FNIOType?;Boolean;false | true;;;(false && d_NIO)
d_FNIOType_0;Choose your FNIOType?;Enumeration;featureNIO | featureChunkedNIO;1:1;"if d_FNIOType_0.featureChunkedNIO {
d_featureChunkedNIO = true;
}
if !d_FNIOType_0.featureChunkedNIO {
d_featureChunkedNIO = false;
}
if !d_FNIOType_0.featureNIO {
d_featureNIO = false;
}
if d_FNIOType_0.featureNIO {
d_featureNIO = true;
}
";d_FNIOType
d_featureNIO;featureNIO?;Boolean;false | true;;;false
d_featureChunkedNIO;featureChunkedNIO?;Boolean;false | true;;;false
d_IO;IO?;Boolean;false | true;;"if (d_IO) {
d_featureIO = true;
}
";false
d_featureSynchronizedIO;featureSynchronizedIO?;Boolean;false | true;;;d_IO
d_featureIO;featureIO?;Boolean;false | true;;;(false && d_IO)
d_FStatistics;FStatistics?;Boolean;false | true;;"if (d_FStatistics) {
d_Statistics = true;
}
";d_BerkeleyDB
d_Statistics;Statistics?;Boolean;false | true;;"if (d_Statistics) {
d_featureStatisticsBase = true;
}
if (d_Statistics) {
d_FStatisticsFeatures = true;
}
";(false && d_FStatistics)
d_FStatisticsFeatures;FStatisticsFeatures?;Boolean;false | true;;;(false && d_Statistics)
d_FStatisticsFeatures_0;Choose your FStatisticsFeatures?;Enumeration;featureStatisticsLock | EnvStats | featureStatisticsPreload | featureStatisticsTransaction | featureStatisticsDatabase | featureStatisticsSequence;1:6;"if d_FStatisticsFeatures_0.featureStatisticsDatabase {
d_featureStatisticsDatabase = true;
}
if d_FStatisticsFeatures_0.featureStatisticsPreload {
d_featureStatisticsPreload = true;
}
if d_FStatisticsFeatures_0.EnvStats {
d_EnvStats = true;
}
if d_FStatisticsFeatures_0.featureStatisticsLock {
d_featureStatisticsLock = true;
}
if d_FStatisticsFeatures_0.featureStatisticsSequence {
d_featureStatisticsSequence = true;
}
if d_FStatisticsFeatures_0.featureStatisticsTransaction {
d_featureStatisticsTransaction = true;
}
";d_FStatisticsFeatures
d_EnvStats;EnvStats?;Boolean;false | true;;"if (d_EnvStats) {
d_featureStatisticsEnvBase = true;
}
";false
d_featureStatisticsEnvLog;featureStatisticsEnvLog?;Boolean;false | true;;;d_EnvStats
d_featureStatisticsEnvINCompressor;featureStatisticsEnvINCompressor?;Boolean;false | true;;"if (d_featureStatisticsEnvINCompressor) {
d_featureINCompressor = true;
}
";d_EnvStats
d_featureStatisticsEnvFSync;featureStatisticsEnvFSync?;Boolean;false | true;;"if (d_featureStatisticsEnvFSync) {
d_FConcurrency_0 = featureFSync;
}
";d_EnvStats
d_featureStatisticsEnvEvictor;featureStatisticsEnvEvictor?;Boolean;false | true;;"if (d_featureStatisticsEnvEvictor) {
d_featureEvictor = true;
}
";d_EnvStats
d_featureStatisticsEnvCleaner;featureStatisticsEnvCleaner?;Boolean;false | true;;;d_EnvStats
d_featureStatisticsEnvCheckpointer;featureStatisticsEnvCheckpointer?;Boolean;false | true;;;d_EnvStats
d_featureStatisticsEnvCaching;featureStatisticsEnvCaching?;Boolean;false | true;;"if (d_featureStatisticsEnvCaching) {
d_featureMemoryBudget = true;
}
";d_EnvStats
d_featureStatisticsEnvBase;featureStatisticsEnvBase?;Boolean;false | true;;;(false && d_EnvStats)
d_featureStatisticsDatabase;featureStatisticsDatabase?;Boolean;false | true;;"if (d_featureStatisticsDatabase) {
d_featureTreeVisitor = true;
}
";false
d_featureStatisticsLock;featureStatisticsLock?;Boolean;false | true;;"if (d_featureStatisticsLock) {
d_FConcurrency_0 = dummyFeatureLocking;
}
";false
d_featureStatisticsPreload;featureStatisticsPreload?;Boolean;false | true;;;false
d_featureStatisticsSequence;featureStatisticsSequence?;Boolean;false | true;;;false
d_featureStatisticsTransaction;featureStatisticsTransaction?;Boolean;false | true;;"if (d_featureStatisticsTransaction) {
d_FConcurrency_0 = dummyFeatureLocking;
}
if (d_featureStatisticsTransaction) {
d_FConcurrency_0 = featureTransaction;
}
";false
d_featureStatisticsBase;featureStatisticsBase?;Boolean;false | true;;;(false && d_Statistics)
d_featureMemoryBudget;featureMemoryBudget?;Boolean;false | true;;"if (d_featureMemoryBudget) {
d_FConcurrency_0 = featureLatch;
}
if (d_featureMemoryBudget) {
d_featureEvictor = true;
}
";d_BerkeleyDB
d_FConcurrency;FConcurrency?;Boolean;false | true;;"if (d_FConcurrency) {
disAllow(d_FConcurrency_0.None);
}
if !d_FConcurrency {
d_FConcurrency_0 = None;
}
if !d_FConcurrency {
allow(d_FConcurrency_0.None);
}
";d_BerkeleyDB
d_FConcurrency_0;Choose your FConcurrency?;Enumeration;featureCheckLeaks | None | featureLatch | dummyFeatureLocking | featureFSync | featureTransaction;1:5;"if d_FConcurrency_0.featureFSync {
d_featureFSync = true;
}
if d_FConcurrency_0.dummyFeatureLocking {
d_dummyFeatureLocking = true;
}
if d_FConcurrency_0.featureTransaction {
d_featureTransaction = true;
}
if d_FConcurrency_0.featureCheckLeaks {
d_featureCheckLeaks = true;
}
if d_FConcurrency_0.featureLatch {
d_featureLatch = true;
}
";d_FConcurrency
d_featureLatch;featureLatch?;Boolean;false | true;;"if (d_featureLatch) {
d_featureEvictor = true;
}
if (d_featureLatch) {
d_FConcurrency_0 = featureFSync;
}
if (d_featureLatch) {
d_FConcurrency_0 = dummyFeatureLocking;
}
if (d_featureLatch) {
d_FStatisticsFeatures_0 = featureStatisticsLock;
}
if (d_featureLatch) {
d_featureMemoryBudget = true;
}
if (d_featureLatch) {
d_FDbOperation_0 = featureTruncateDb;
}
if (d_featureLatch) {
d_FConcurrency_0 = featureCheckLeaks;
}
if (d_featureLatch) {
d_featureTreeVisitor = true;
}
if (d_featureLatch) {
d_FPersistencyFeatures_0 = featureFileHandleCache;
}
if (d_featureLatch) {
d_featureVerifier = true;
}
if (d_featureLatch) {
d_FDbOperation_0 = featureDeleteDb;
}
if (d_featureLatch) {
d_featureINCompressor = true;
}
";false
d_featureFSync;featureFSync?;Boolean;false | true;;;false
d_featureTransaction;featureTransaction?;Boolean;false | true;;"if (d_featureTransaction) {
d_FConcurrency_0 = dummyFeatureLocking;
}
if (d_featureTransaction) {
d_FDbOperation_0 = featureTruncateDb;
}
if (d_featureTransaction) {
d_FDbOperation_0 = featureDeleteDb;
}
";false
d_dummyFeatureLocking;dummyFeatureLocking?;Boolean;false | true;;;false
d_featureCheckLeaks;featureCheckLeaks?;Boolean;false | true;;"if (d_featureCheckLeaks) {
d_FStatisticsFeatures_0 = featureStatisticsLock;
}
";false
d_FDbOperation;FDbOperation?;Boolean;false | true;;"if (d_FDbOperation) {
disAllow(d_FDbOperation_0.None);
}
if !d_FDbOperation {
d_FDbOperation_0 = None;
}
if !d_FDbOperation {
allow(d_FDbOperation_0.None);
}
";d_BerkeleyDB
d_FDbOperation_0;Choose your FDbOperation?;Enumeration;None | featureTruncateDb | featureDeleteDb;1:2;"if d_FDbOperation_0.featureDeleteDb {
d_featureDeleteDb = true;
}
if d_FDbOperation_0.featureTruncateDb {
d_featureTruncateDb = true;
}
";d_FDbOperation
d_featureDeleteDb;featureDeleteDb?;Boolean;false | true;;"if (d_featureDeleteDb) {
d_featureEvictor = true;
}
if (d_featureDeleteDb) {
d_featureINCompressor = true;
}
if (d_featureDeleteDb) {
d_FConcurrency_0 = dummyFeatureLocking;
}
if (d_featureDeleteDb) {
d_featureMemoryBudget = true;
}
";false
d_featureTruncateDb;featureTruncateDb?;Boolean;false | true;;"if (d_featureTruncateDb) {
d_FDbOperation_0 = featureDeleteDb;
}
";false
d_FBtree;FBtree?;Boolean;false | true;;"if (d_FBtree) {
d_BTree = true;
}
";(false && d_BerkeleyDB)
d_BTree;BTree?;Boolean;false | true;;;(false && d_FBtree)
d_featureVerifier;featureVerifier?;Boolean;false | true;;"if (d_featureVerifier) {
d_featureTreeVisitor = true;
}
if (d_featureVerifier) {
d_featureINCompressor = true;
}
";d_BTree
d_featureTreeVisitor;featureTreeVisitor?;Boolean;false | true;;;d_BTree
d_featureINCompressor;featureINCompressor?;Boolean;false | true;;;d_BTree
d_FEvictor;FEvictor?;Boolean;false | true;;"if (d_FEvictor) {
d_Evictor = true;
}
";d_BTree
d_Evictor;Evictor?;Boolean;false | true;;"if (d_Evictor) {
d_featureEvictor = true;
}
";(false && d_FEvictor)
d_featureCriticalEviction;featureCriticalEviction?;Boolean;false | true;;"if (d_featureCriticalEviction) {
d_featureINCompressor = true;
}
";d_Evictor
d_featureEvictorDaemon;featureEvictorDaemon?;Boolean;false | true;;"if (d_featureEvictorDaemon) {
d_featureMemoryBudget = true;
}
";d_Evictor
d_featureEvictor;featureEvictor?;Boolean;false | true;;"if (d_featureEvictor) {
d_featureMemoryBudget = true;
}
";(false && d_Evictor)
d_BASE;BASE?;Boolean;false | true;;;(false && d_BerkeleyDB)
